Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model33
Modularity,0.3394895824976781
Silhouette Score,-0.054617151618003845
Davies Bouldin Index,2.774461893870456
Num Communities,5
