,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,9
Coverage,0.00015625
Entropy Samples,2.9067897354333176
Entropy Features,3.0529019960156987
Silhouette Samples,-0.021013979431249184
Silhouette Features,0.06261688796538119
Model Name,TimeVAE_model9
