Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model33
Modularity,0.35490108224258754
Silhouette Score,-0.062249332666397095
Davies Bouldin Index,1.7452471435115193
Num Communities,6
