,Value
Method,SpectralBiclustering
Distance Metric,manhattan
Number of Clusters,7
Coverage,0.011342592592592593
Entropy Samples,2.54789199533111
Entropy Features,2.465347275584621
Silhouette Samples,0.0794558144258992
Silhouette Features,0.021935614766737183
Model Name,TimeVAE_model9
