,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,5
Coverage,1.0
Entropy,1215.8127807617188
Silhouette,-0.04004279624548497
Modularity,0.0499537037037037
model_name,TimeVAE_model9
