Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model28
Modularity,0.4259546235639191
Silhouette Score,-0.08749842643737793
Davies Bouldin Index,1.9790433363691562
Num Communities,6
