Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model33
Modularity,0.03987034096041206
Silhouette Score,0.05046030506491661
Davies Bouldin Index,1.9766233766233767
Num Communities,2
