,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,9
Coverage,0.01875
Entropy Samples,2.898922865371407
Entropy Features,2.9549868557726664
Silhouette Samples,0.03897688535528871
Silhouette Features,0.18587519859248638
Model Name,TimeVAE_model9
