,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,4
Coverage,1.0
Entropy,1534.3972778320312
Silhouette,-0.002745054647952224
Modularity,0.061921296296296294
model_name,TimeVAE_model9
