,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,6
Coverage,1.0
Entropy,772.5049489339193
Silhouette,-0.020525197401487578
Modularity,0.04145833333333333
model_name,TimeVAE_model8
