,Value
Method,BiMCL
Distance Metric,euclidean
Number of Clusters,9
Coverage,1.0
Entropy,662.7563815646702
Silhouette,-0.014866990281572928
Modularity,0.027824074074074074
model_name,TimeVAE_model9
