Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model31
Modularity,0.04415813597644824
Silhouette Score,-0.0969165563583374
Davies Bouldin Index,1.9542986425339368
Num Communities,3
