Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model8
Modularity,0.37069083309799605
Silhouette Score,-0.048714447766542435
Davies Bouldin Index,2.230721784254393
Num Communities,6
