Item,Value
Graph Construction Method,flatten
Distance Metric,dtw
Connectivity,epsilon
K Neighbors,3
Percentile,100
Clustering Algorithm,louvain
Model Name,TimeVAE_model50
Modularity,0.03714380968514194
Silhouette Score,-0.030098088085651398
Davies Bouldin Index,1.9677850399419026
Num Communities,3
