Item,Value
Graph Construction Method,flatten
Distance Metric,euclidean
Connectivity,knn
K Neighbors,3
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model63
Modularity,0.4089863160957225
Silhouette Score,-0.019870493561029434
Davies Bouldin Index,2.5630629708483452
Num Communities,4
