Item,Value
Graph Construction Method,flatten
Distance Metric,cosine
Connectivity,knn
K Neighbors,7
Percentile,10.0
Clustering Algorithm,louvain
Modularity,0.36168352611747195
Silhouette Score,0.013790587695529351
Davies Bouldin Index,2.0691932624113476
Num Communities,4
