,Value
Method,SpectralBiclustering
Distance Metric,cosine
Number of Clusters,3
Coverage,1.736111111111111e-05
Entropy Samples,1.5361173307442981
Entropy Features,1.558469506962397
Silhouette Samples,0.0545798901087389
Silhouette Features,0.3085439156534334
Model Name,TimeVAE_model9
