Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model34
Modularity,0.34622967614164485
Silhouette Score,-0.09632299095392227
Davies Bouldin Index,2.6452280225627924
Num Communities,6
