,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,10
Coverage,0.00019290123456790122
Entropy Samples,2.9997736668701385
Entropy Features,3.1777268402044667
Silhouette Samples,0.003340026602025859
Silhouette Features,0.048948102759735
Model Name,TimeVAE_model9
