,Value
Method,BiMCL
Distance Metric,manhattan
Number of Clusters,3
Coverage,1.0
Entropy,1570.56884765625
Silhouette,-0.0011851904063494673
Modularity,0.08338541666666667
model_name,TimeVAE_model8
