,Value
Method,Bipartite Spectral Graph Partitioning
Model Name,TimeVAE_model9
Number of Clusters,9
Coverage,0.11102816358024692
Entropy Samples,2.1892346873606896
Entropy Features,2.1965091817630498
Silhouette Samples,-0.1001198202247447
Silhouette Features,-0.013005135576650735
Modularity,-0.0069236921910570915
