,Value
Method,SpectralBiclustering
Distance Metric,euclidean
Number of Clusters,5
Coverage,0.005787037037037037
Entropy Samples,2.155567915533138
Entropy Features,1.8920795639257109
Silhouette Samples,0.12884365069638398
Silhouette Features,-0.03277973088518941
Model Name,TimeVAE_model9
