Item,Value
Graph Construction Method,flatten
Distance Metric,manhattan
Connectivity,knn
K Neighbors,5
Percentile,10.0
Clustering Algorithm,louvain
Model Name,TimeVAE_model14
Modularity,0.35350368438246826
Silhouette Score,-0.03065054677426815
Davies Bouldin Index,2.5782030535534375
Num Communities,5
